created_at,id,text,hashtags,urls,source,in_reply_to_status_id,usr_id,usr_name,screen_name,usr_location,usr_url,protected,followers_count,friends_count,usr_created,geo_enabled,verified,usr_lang,geo,id,place_type,name,country_code,retweet_count,favorite_count,favorited,lang
Fri Apr 26 20:13:22 +0000 2019,1121869900895662080,@EvelynRobinson Not anymore. :) enjoy.,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1218538475283374e+18,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,3,26,False,en
Fri Apr 26 19:31:53 +0000 2019,1121859459767308289,I LOVE the music community so much. Thank you for the support. https://t.co/5939LldKtJ,[],['https://twitter.com/NOWThatsMusic/status/1121854320478171137'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,64,832,False,en
Fri Apr 26 19:05:33 +0000 2019,1121852835212210176,#2StingsOnTheMoon 🐝🐝🌝 https://t.co/SDNbpv4HpK https://t.co/qZDCOcHgXE,['2StingsOnTheMoon'],['https://youtu.be/09iksYH-8u4'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,78,860,False,und
Fri Apr 26 18:43:45 +0000 2019,1121847350190837762,@JustinMcElroy @FallonTonight ???,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1218226266478264e+18,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,339,4983,False,und
Fri Apr 26 18:43:04 +0000 2019,1121847176857030656,"@MarthaQuinn @iHeart80sRadio I’m a fan, Martha!",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1218083233411932e+18,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,4,40,False,en
Fri Apr 26 14:52:51 +0000 2019,1121789242013822977,RT @Chum1045: Nailed it! 🙌@jimmyfallon &amp; Paul Rudd recreate the 'You Spin Me Round' music video ~@TheAshleyGreco https://t.co/fTsyQ2Fo34,[],['https://www.youtube.com/watch?time_continue=1&v=oU9F6J1lafY'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,54,0,False,en
Fri Apr 26 14:52:13 +0000 2019,1121789079471964160,Agreed. That’s John MacDonald if anyone wants to start a kickstarter. 😁 He’s been working all night since February. https://t.co/aIl5jC7j6s,[],['https://twitter.com/97rockbuffalo/status/1121742597087690754'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,67,989,False,en
Fri Apr 26 03:35:56 +0000 2019,1121618891048804352,RT @mashable: Paul Rudd spins us right round in this glorious music video parody https://t.co/k2Qs8vqZpv https://t.co/bN7TvmBPGV,[],['https://trib.al/vdSUU0S'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,373,0,False,en
Fri Apr 26 03:23:46 +0000 2019,1121615826027798528,@jkjohal64 Please watch tonight and play it LOUD in honor of Pete. This was so much fun to do but obviously we coul… https://t.co/9pmxO4cS56,[],['https://twitter.com/i/web/status/1121615826027798528'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1215958709217526e+18,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,16,70,False,en
Fri Apr 26 02:03:01 +0000 2019,1121595504566198278,You gotta give it up for Paul Rudd’s commitment to the original https://t.co/2YgWqSANeZ Love that dude,[],['https://youtu.be/PGNiXGX2nLU'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1215932491210793e+18,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,123,1912,False,en
Fri Apr 26 01:54:03 +0000 2019,1121593249121079298,Me and Paul Rudd do a shot-for-shot remake of Dead or Alive’s “You Spin Me Round” #LikeARecord #NoSpoilers https://t.co/CTnGLfmsV4,"['LikeARecord', 'NoSpoilers']",['https://youtu.be/oU9F6J1lafY'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,600,4187,False,en
Thu Apr 25 23:34:02 +0000 2019,1121558011573669888,A present-day #TBT https://t.co/3JykILOiN4,['TBT'],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,15485441,jimmy fallon,jimmyfallon,"New York, New York",https://t.co/UapgxfuvyK,False,51066736,8839,Fri Jul 18 19:46:50 +0000 2008,True,True,en,,,,,,576,7231,False,en
Sat Apr 27 19:35:48 +0000 2019,1122222835869605888,I asked Max what movie he wanted to see next weekend and he said @UglyDolls!!! #UglyDollsMovie it is!💜 https://t.co/0Mm4SxweNs,['UglyDollsMovie'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,139,1376,False,en
Sat Apr 27 16:45:01 +0000 2019,1122179855221706752,Accurate💜@NBCWorldofDance https://t.co/J4p6TghMmS,[],['https://twitter.com/NBCWorldofDance/status/1122093056684101635'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,111,1381,False,en
Fri Apr 26 13:35:54 +0000 2019,1121769876396433409,"The best routines make me feel things! 😭❤️

Join me for the @NBCWorldOfDance Divisional Finals SUNDAY 8/7c on @NBC. https://t.co/gK1Dz4YNf4",[],['https://twitter.com/NBCWorldofDance/status/1121513322241613824'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,363,3655,False,en
Fri Apr 26 02:45:49 +0000 2019,1121606277594066944,"RT @NBCWorldofDance: It's the last chance to make the World Final! 

Catch #WorldofDance SUNDAY 8/7c on @NBC. https://t.co/LAUmLGtixZ",['WorldofDance'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,143,0,False,en
Mon Apr 22 18:28:41 +0000 2019,1120394003566989330,"Excited for this one!!!👰🏽💕 @STXEnt #OwenWilson 

https://t.co/RA0IK2DQwX",['OwenWilson'],['https://protect-us.mimecast.com/s/leLYC310oQsmWqmsg726k?domain=deadline.com'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,183,1409,False,en
Mon Apr 22 02:03:23 +0000 2019,1120146046716469249,Unreal 😍 @NBCWorldofDance https://t.co/zw9xkA3yzD,[],['https://twitter.com/nbcworldofdance/status/1120143935727230977'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,221,2364,False,en
Mon Apr 22 01:06:18 +0000 2019,1120131680776478723,RT @NBCWorldofDance: These young sisters will have you in tears. 😭 #WorldofDance https://t.co/4xLMiCNmvo,['WorldofDance'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,281,0,False,en
Mon Apr 22 00:00:34 +0000 2019,1120115140194652161,"RT @NBCWorldofDance: This routine will have you out of your seat. 💯

Catch #WorldofDance TONIGHT 8/7c on @NBC. 💃 https://t.co/mwaosGwP5O",['WorldofDance'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,150,0,False,en
Mon Apr 22 00:00:17 +0000 2019,1120115066366570496,Who’s watching @NBCWorldofDance with me right now?! 💃🏽,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,166,2255,False,en
Sun Apr 21 22:16:19 +0000 2019,1120088901958492166,"I’m a raw nerve. It doesn’t take much for me to feel something. 🥰

We’re gonna make you feel ALL the things tonight… https://t.co/OUzhNmMria",[],['https://twitter.com/i/web/status/1120088901958492166'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,461,5591,False,en
Sat Apr 20 18:09:02 +0000 2019,1119664286324932614,#CIO  #JLOCIO 😊 https://t.co/N6wFnPSty0,"['CIO', 'JLOCIO']",['https://twitter.com/google/status/1119368362142756864'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,304,2985,False,und
Fri Apr 19 18:09:30 +0000 2019,1119302014553546752,"New video up on my YouTube channel! How my biggest fashion moment created Google images. 🌿

https://t.co/Ipe7V2Y9ay",[],['https://youtu.be/m0noGFTKu6A'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,383,3102,False,en
Tue Apr 16 01:30:27 +0000 2019,1117963431091605504,"¿Ya conoces mi colección de equipaje? ¡Está de lujo!
#JLOxCoppel https://t.co/H9K2jOFBVO https://t.co/dtB4zuSPjW",['JLOxCoppel'],['http://bit.ly/JLOxCoppel'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,166,2423,False,es
Mon Apr 15 19:03:27 +0000 2019,1117866038933295109,Thass right 🤫 SEPTEMBER 13. @hustlersmovie coming to a theater near you.💰#BergdorfDelirium https://t.co/fhiePSKc88,['BergdorfDelirium'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,838,8581,False,en
Mon Apr 15 01:51:11 +0000 2019,1117606260285870080,💕💕💕 https://t.co/NgPib82UKj,[],['https://twitter.com/NBCWorldofDance/status/1117590624566308864'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,227,3221,False,und
Mon Apr 15 01:49:43 +0000 2019,1117605891635855360,"RT @NBCWorldofDance: No tricks necessary! 🙌 Their intention was so clear, all 3 judges were on their FEET. #WorldofDance
🎶:  “&amp;Burn” - @bil…",['WorldofDance'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,2911,0,False,en
Mon Apr 15 01:49:32 +0000 2019,1117605844416434176,RT @NBCWorldofDance: When the moves are STANKY. 👀 https://t.co/XjWdYf8rC5,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,159,0,False,en
Sun Apr 14 22:00:10 +0000 2019,1117548124950736898,We’re back!!!!!!! Tonight at 8/7c. @NBCWorldofDance https://t.co/p3evn9g3nT,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,357,5413,False,en
Sun Apr 14 00:13:01 +0000 2019,1117219168246468608,"RT @NBCWorldofDance: They're ready for The Cut. ✂️

Are you? 😏 https://t.co/kqakg7gNSc",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,118,0,False,en
Fri Apr 12 23:54:51 +0000 2019,1116852209378050053,I can’t wait!!!! ✂️ 🔥 https://t.co/M9gf9jbl33,[],['https://twitter.com/NBCWorldofDance/status/1116325028533030912'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,85603854,Jennifer Lopez,JLo,"Bronx, NY",https://t.co/VgSbqPg9CZ,False,43590808,1679,Tue Oct 27 16:24:51 +0000 2009,True,True,en,,,,,,131,1443,False,en
Sun Apr 14 17:18:31 +0000 2019,1117477244937441281,"Wow. 115 shows, wrapped. THANK YOU to every single person on and off stage who kept us running for the past year an… https://t.co/LkD54y2b6L",[],['https://twitter.com/i/web/status/1117477244937441281'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,1777,21741,False,en
Sun Apr 14 16:44:33 +0000 2019,1117468696832647168,"RT @TheMasters: Amen Corner through Saturday:
180 birdies
13 eagles
0 dragons

#TheMasters
#ForTheThrone
#EpicSundays https://t.co/QwuOMFwt…","['TheMasters', 'ForTheThrone', 'EpicSundays']",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,7807,0,False,en
Sat Apr 13 21:11:36 +0000 2019,1117173512903581696,One more tonight 🙌 https://t.co/0mn04B0ZNQ,[],['https://twitter.com/MoheganSun/status/1117087313509535744'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,422,5666,False,en
Wed Apr 10 18:06:48 +0000 2019,1116039844256538624,🤙 https://t.co/AtoCbuovPl,[],['https://twitter.com/LEVIS/status/1113928366824943616'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,383,4867,False,und
Tue Apr 09 23:14:33 +0000 2019,1115754905178865664,RT @Nordstrom: Justin Timberlake is back with his latest Fresh Leaves collection from @LEVIS. Shop now: https://t.co/IwJUUoEjxI https://t.c…,[],['http://bit.ly/2YQiYwu'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,193,0,False,en
Tue Apr 09 19:10:20 +0000 2019,1115693445706862594,🔥 @LEVIS https://t.co/4lofKXuAm8,[],['https://twitter.com/vogue_italia/status/1115253076976439296'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,165,1447,False,und
Sun Apr 07 16:55:05 +0000 2019,1114934632070492160,3 shows left!! #MOTWTOUR https://t.co/bmUWfhz4eh,['MOTWTOUR'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,722,11255,False,en
Wed Apr 03 22:02:42 +0000 2019,1113562496768577538,🙌 https://t.co/wvY8yD3wGl,[],['https://twitter.com/LEVIS/status/1113490701025546245'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,402,5266,False,und
Mon Apr 01 22:40:11 +0000 2019,1112847151946661888,My new @LEVIS collection just dropped. https://t.co/Jp0PYWSJBH https://t.co/y11CTojyDT,[],['http://Levi.com'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,660,6918,False,en
Mon Apr 01 20:57:43 +0000 2019,1112821365273448448,"RT @LEVIS: Designed by Justin. Inspired by Memphis. 
.
The Fresh Leaves Spring 2019 Collection is here. Shop @jtimberlake's collection now.…",[],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,442,0,False,en
Fri Mar 29 20:16:49 +0000 2019,1111723907847995393,"Get some, @JessicaBiel 😳

https://t.co/1hxs8Jjb1R https://t.co/6yVT90Bhna",[],['https://www.instagram.com/p/Bvmt_gwBPHe/?utm_source=ig_web_copy_link'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,1010,16549,False,en
Thu Mar 28 17:28:07 +0000 2019,1111319067669860353,"RT @FullTimeHoops1: Underrated bops: “Let the Groove Get in,” @jtimberlake. Both halves go hard (if you’ve heard the song you know what I m…",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,232,0,False,en
Mon Mar 25 18:37:18 +0000 2019,1110249312162930691,@drinkbai 💧,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1102030750405632e+18,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,18,158,False,und
Sun Mar 24 16:39:21 +0000 2019,1109857242118086656,"OMAHA! Thank you for coming out last night. Just by showing up, you became a big part of our efforts to help the vi… https://t.co/zkHmLFsbzO",[],['https://twitter.com/i/web/status/1109857242118086656'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,1505,12141,False,en
Tue Mar 12 18:20:14 +0000 2019,1105533976482074625,"Pilgrimage is back for its 5th Year y’all... so get out to Franklin, TN this September. It’s gonna be nuts. Check o… https://t.co/jbR9cINGVv",[],['https://twitter.com/i/web/status/1105533976482074625'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,417,2563,False,en
Mon Mar 04 01:09:58 +0000 2019,1102375600625455105,"My partner in this thang called life... you are the most wonderful human I have ever met. You make me smile, laugh,… https://t.co/ohELUWQP8o",[],['https://twitter.com/i/web/status/1102375600625455105'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,1760,45219,False,en
Mon Feb 25 22:56:46 +0000 2019,1100167749240795139,"Dude stole my fit. Thanks for coming out last night SACRAMENTO!

https://t.co/BwMZSkdzJF https://t.co/V9V2p1sjzB",[],['https://www.instagram.com/p/BuUcYQehffQ/?utm_source=ig_share_sheet&igshid=19gb51avbwuhh'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,484,5301,False,en
Mon Feb 25 14:10:15 +0000 2019,1100035247117357056,🙌 https://t.co/zyN6YeSwrV,[],['https://twitter.com/Golden1Center/status/1099933485379215360'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,472,6647,False,und
Sat Feb 23 23:24:00 +0000 2019,1099449828768129024,RT @ianmckee_: hey @jtimberlake and @verizon thanks for one of the best nights of my life! #ManOfTheWoodsTour #MOTWTOUR #verizonup #pit #Wa…,"['ManOfTheWoodsTour', 'MOTWTOUR', 'verizonup', 'pit']",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,168,0,False,en
Wed Feb 20 02:23:15 +0000 2019,1098045388546863105,Legend. Thank you @KarlLagerfeld for everything you gave to us. https://t.co/JDPfzoWFHf,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,26565946,Justin Timberlake,jtimberlake,"Memphis, TN",https://t.co/tdOUkQmWjK,False,64897390,288,Wed Mar 25 19:10:50 +0000 2009,True,True,en,,,,,,688,9116,False,en
Thu Apr 25 15:13:49 +0000 2019,1121432129177440256,@edsheeran big fan,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,27260086,Justin Bieber,justinbieber,,https://t.co/r6Zj8zy1lK,False,105365057,295830,Sat Mar 28 16:41:22 +0000 2009,False,True,en,,,,,,8986,39733,False,en
Thu Apr 25 15:05:05 +0000 2019,1121429930779144194,RT @LeoDiCaprio: Every stream of “Earth” generates profits we’ll be donating to various @dicapriofdn partners. You can stream the “clean” v…,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,27260086,Justin Bieber,justinbieber,,https://t.co/r6Zj8zy1lK,False,105365057,295830,Sat Mar 28 16:41:22 +0000 2009,False,True,en,,,,,,7317,0,False,en
Thu Apr 25 15:04:47 +0000 2019,1121429857101996034,RT @lildickytweets: 🌎 out now #WeLoveTheEarth https://t.co/L22XsoT5P1,['WeLoveTheEarth'],['https://youtu.be/pvuN_WvF1to'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,27260086,Justin Bieber,justinbieber,,https://t.co/r6Zj8zy1lK,False,105365057,295830,Sat Mar 28 16:41:22 +0000 2009,False,True,en,,,,,,22968,0,False,en
Thu Apr 25 15:04:28 +0000 2019,1121429776902656007,Keeping it positive. Today is a good day,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,27260086,Justin Bieber,justinbieber,,https://t.co/r6Zj8zy1lK,False,105365057,295830,Sat Mar 28 16:41:22 +0000 2009,False,True,en,,,,,,90099,275154,False,en
Wed Apr 24 16:37:55 +0000 2019,1121090906042585089,When are we gonna be the kind of people that find joy in adding value to one another and not tearing each other apart..,[],[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.121090905132417e+18,27260086,Justin Bieber,justinbieber,,https://t.co/r6Zj8zy1lK,False,105365057,295830,Sat Mar 28 16:41:22 +0000 2009,False,True,en,,,,,,31127,113998,False,en
