created_at,id,text,hashtags,urls,source,in_reply_to_status_id,usr_id,usr_name,screen_name,usr_location,usr_url,protected,followers_count,friends_count,usr_created,geo_enabled,verified,usr_lang,geo,id,place_type,name,country_code,retweet_count,favorite_count,favorited,lang
Sat Apr 20 17:00:00 +0000 2019,1119646910770499586,"Uploaded ""David Guetta Playlist 453"" to @mixcloud https://t.co/XcqqdaqIH6 listen now!",[],['https://www.mixcloud.com/davidguetta/david-guetta-playlist-453/'],"<a href=""https://www.mixcloud.com"" rel=""nofollow"">Mixcloud</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,61,363,False,en
Thu Apr 18 15:24:25 +0000 2019,1118898081624358912,"RT @billboard: Watch @davidguetta discuss #DaftPunk, gay clubs and '90s Paris in #TheRoadToJackBack mini-doc https://t.co/l9ifRYTmhJ https:…","['DaftPunk', 'TheRoadToJackBack']",['https://blbrd.cm/zjoKfH'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,47,0,False,en
Thu Apr 18 15:24:09 +0000 2019,1118898013685145600,RT @DJmag: . @davidguetta looks back on his early days on the French house circuit  https://t.co/iOJ1iqHYBn,[],['https://dj-m.ag/2UJ7H2J'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,54,0,False,en
Wed Apr 17 20:31:25 +0000 2019,1118612953065041922,RT @ProtocolRec: Announcing in 15 minutes! 🔥 6 Official Remixes of 'Ring The Alarm' by @nickyromero @davidguetta! https://t.co/dOQ8wB7toY,[],['http://youtu.be/D-PXHobkq9U'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,50,0,False,en
Wed Apr 17 18:28:23 +0000 2019,1118581991010705408,"@AlexisLevrier @FloodVal @jackback @beatport Il y a des sous-titres en FR, ES et PT ;)",[],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.1185814104854774e+18,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,4,5,False,fr
Wed Apr 17 18:16:19 +0000 2019,1118578954250653696,"RT @beatport: Before @davidguetta was a household name, he spent his days in the underground scene playing in clubs. @jackback sees Guetta’…",[],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,66,0,False,en
Wed Apr 17 17:59:13 +0000 2019,1118574650827726848,"I'm back to my roots!!! 'The Road To @JackBack'  - Exclusive Premiere - https://t.co/EPPI99XwTy
with @beatport",[],['https://youtu.be/wU6GpRdkJCw'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,78,375,False,en
Wed Apr 03 16:22:09 +0000 2019,1113476794701819906,"My full set at @ultra is up on @YouTube!! Go and check it out
https://t.co/kejnExf2Hu",[],['https://youtu.be/fz-3arJT8fc'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,212,1189,False,en
Tue Mar 26 02:26:59 +0000 2019,1110367511755849728,"RT @beatport: This Thursday in Miami, in partnership with @davidguetta @wmctweets we host the world premiere of 'The Road to Jack Back.' ht…",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,50,0,False,en
Sat Mar 23 18:00:00 +0000 2019,1109515150145581056,"Uploaded ""David Guetta Playlist 449"" to @mixcloud https://t.co/V6IBMR2AZK listen now!",[],['https://www.mixcloud.com/davidguetta/david-guetta-playlist-449/'],"<a href=""https://www.mixcloud.com"" rel=""nofollow"">Mixcloud</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,95,402,False,en
Fri Mar 22 10:43:01 +0000 2019,1109042793564000256,"My track, #BetterWhenYoureGone has been added to the newly launched #danceXL Playlist on @AppleMusic !!! Thx for th… https://t.co/xWGCiN9JGE","['BetterWhenYoureGone', 'danceXL']",['https://twitter.com/i/web/status/1109042793564000256'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,103,498,False,en
Thu Mar 21 21:25:24 +0000 2019,1108842064131821575,"RT @nickyromero: Just dropped my 'Better When You're Gone' edit for my brothers @davidguetta, @MusicByBrooks &amp; @LooteMusic! 🚨 Let me hear y…",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,176,0,False,en
Wed Mar 20 09:15:13 +0000 2019,1108295920184119296,RT @LIVmiami: Miami Music Week Lineup Announced! Only 9 days left until #mmw #OnlyatLIV Tickets at https://t.co/2gI0nFs4oC https://t.co/tgC…,"['mmw', 'OnlyatLIV']",['http://LIVnightclub.com'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,28,0,False,en
Wed Mar 20 09:14:59 +0000 2019,1108295864315985920,"RT @TomStaar: NUMBER 1 on @beatport! Click here for your copy of 'This Aint Techno', my track with @davidguetta: https://t.co/GeVN1KmhOb ht…",[],['http://bit.ly/tsainttechno'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,31,0,False,en
Wed Mar 20 09:14:48 +0000 2019,1108295815867629568,RT @AtlanticRecords: Make @davidguetta your Favorite Global Music Star at @Nickelodeon’s Kids’ Choice Awards this year using #VoteDavidGuet…,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,24,0,False,en
Mon Mar 18 18:35:57 +0000 2019,1107712259730612224,"'2000 Freaks Come out' vs @cevinfisher is #2 on @beatport and it still growing!!!! 
https://t.co/XM8jzz2hfU https://t.co/DnSG3pMn3p",[],['http://bit.ly/2000FCUBP'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,132,539,False,en
Wed Mar 13 14:35:24 +0000 2019,1105839781580296193,RT @LIVmiami: Say his name 🗣 @davidguetta returns for #MiamiMusicWeek Saturday March 30th! Tickets: https://t.co/cqVH2AXvcX https://t.co/j0…,['MiamiMusicWeek'],['https://www.tixr.com/groups/liv/events/david-guetta-miami-music-week-12760'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,157,0,False,en
Wed Mar 13 14:35:16 +0000 2019,1105839750374674433,RT @TomStaar: My festival weapon This Ain’t Techno with @davidguetta is out now!! Grab it here https://t.co/1Xa0MVWAHS @SpinninRecords http…,[],['https://spinninrecords.release.link/this-aint-techno'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,23976386,David Guetta,davidguetta,"Ibiza, Paris, the world...",https://t.co/qaiRGD5KTD,False,21387040,323,Thu Mar 12 16:19:49 +0000 2009,True,True,fr,,,,,,105,0,False,en
Fri Apr 26 12:10:23 +0000 2019,1121748353736376321,"RT @TLLLFoundation: Deeply saddened at this tragic loss. Critical for educators, governments and decision makers to play a lead role in urg…",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,166,0,False,en
Wed Apr 17 06:55:09 +0000 2019,1118407533075546112,RT @TLLLFoundation: More power to you! https://t.co/xB2uLiUPwN,[],['https://twitter.com/judoflipped/status/1118068957297004544'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,111,0,False,en
Tue Apr 16 10:34:38 +0000 2019,1118100381798526976,Every year our film family increases.We discover new voices &amp; strengthen old relationships as the entire fraternity… https://t.co/R2hwaDhETE,[],['https://twitter.com/i/web/status/1118100381798526976'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,476,5367,False,en
Mon Apr 08 05:39:24 +0000 2019,1115126979072806914,बहुत बहुत धन्यवाद !🙏🏽 https://t.co/OQmZTQnr1P,[],['https://twitter.com/TV9Bharatvarsh/status/1114469322464874498'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,882,12666,False,hi
Sun Apr 07 12:31:14 +0000 2019,1114868232647860225,Happy World Health Day everyone!     PS:physical &amp; mental https://t.co/GK0DQTu9gy,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,1304,20805,False,en
Sat Mar 30 18:40:33 +0000 2019,1112062069203980288,"RT @TLLLFoundation: Depression and anxiety are more than just nervousness and worrying, they need to be addressed. To learn more about our…",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,152,0,False,en
Thu Mar 28 08:38:32 +0000 2019,1111185794549596160,"RT @TLLLFoundation: Is your body giving you signs of stress? Here’s how to know if you’re stressed.
#TogetherAgainstDepression #MentalHealt…",['TogetherAgainstDepression'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,318,0,False,en
Mon Mar 25 03:50:59 +0000 2019,1110026266021953536,Thank You @priyagupta999 !🙏🏽 https://t.co/8wXGDRTHRr,[],['https://twitter.com/priyagupta999/status/1110022843108999168'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,985,20968,False,en
Mon Mar 25 03:34:12 +0000 2019,1110022041950920710,"A character that will stay with me forever...#Malti

Shoot begins today!#Chhapaak

Releasing-10th January, 2020.… https://t.co/iIoXHJv6ju","['Malti', 'Chhapaak']",['https://twitter.com/i/web/status/1110022041950920710'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,8120,63518,False,en
Sun Mar 24 05:06:59 +0000 2019,1109683001456316416,@sidkannan you weren’t too bad either!😝😆❤️ https://t.co/Y7igW8O42g,[],['https://twitter.com/sidkannan/status/1109526421355978752'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,122,447,False,en
Sat Mar 23 16:07:55 +0000 2019,1109486942914334720,Yeah Baby!💪🏽 #Ghoomar #Padmaavat https://t.co/mXW5qYzLsX,"['Ghoomar', 'Padmaavat']",['https://twitter.com/filmfare/status/1109485748808503298'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,1501,31143,False,en
Sat Mar 23 15:57:51 +0000 2019,1109484410724933632,👏🏽👏🏽👏🏽 #Ghoomar #Padmaavat https://t.co/m3vbPMPIwK,"['Ghoomar', 'Padmaavat']",['https://twitter.com/filmfare/status/1109468090469892098'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,755,13696,False,und
Thu Mar 21 19:51:39 +0000 2019,1108818472069414912,"RT @TLLLFoundation: On this auspicious occasion of Holi, let's celebrate health, enjoy festiveness and embrace togetherness! The Live Love…",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,96,0,False,en
Thu Mar 21 07:59:36 +0000 2019,1108639281055182850,this was super fun!🥳🥳🥳 @voguemagazine https://t.co/aeZzPYqfzq,[],['https://twitter.com/voguemagazine/status/1108573037052547073'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,407,4348,False,en
Thu Mar 21 07:37:36 +0000 2019,1108633744024444929,"good health(mental &amp; physical),good fortune, love and positivity...

wishing you and your loved ones a very happy Holi!🌈",[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,1631,23514,False,en
Sun Mar 17 08:22:04 +0000 2019,1107195380557590529,Oh Thank You!❤️ @MaliniVarma https://t.co/4EGQy3Itcf,[],['https://twitter.com/MaliniVarma/status/1107023020852473856'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,590,14328,False,en
Fri Mar 15 16:25:46 +0000 2019,1106592333108297728,https://t.co/6Q64a8M17I,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,2410,44892,False,und
Thu Mar 14 17:06:56 +0000 2019,1106240303961436160,❤️ @RajeevMasand https://t.co/JHf77kfet6,[],['https://twitter.com/RajeevMasand/status/1106189431105511426'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,1709,42891,False,und
Sat Feb 23 19:38:34 +0000 2019,1099393095169384449,Thank You @Koimoi and to everyone who voted!❤️ https://t.co/aBeXDt8XwY,[],['https://twitter.com/Koimoi/status/1099210323796475905'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,919,18662,False,en
Thu Jan 31 12:16:28 +0000 2019,1090946915724750849,RT @WalmartInc: The hottest new collab: @Flipkart owned @Myntra + @WalmartCanada Check out how this partnership helped one customer secure…,[],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,101695592,Deepika Padukone,deepikapadukone,,https://t.co/NaBrXvBkAd,False,26055874,78,Mon Jan 04 07:51:32 +0000 2010,False,True,en,,,,,,399,0,False,en
Thu Apr 11 17:01:13 +0000 2019,1116385727405797376,June 16. #EUPHORIA @Zendaya https://t.co/SUlPdwxx78,['EUPHORIA'],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,7100,38838,False,en
Thu Mar 28 17:03:08 +0000 2019,1111312779577692160,#euphoria is coming soon to @HBO https://t.co/KbKYd1wx66,['euphoria'],[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,4281,24161,False,en
Fri Feb 15 05:02:03 +0000 2019,1096273412580794368,"So Far Gone the full original version of the mixtape, streaming everywhere for the first time  https://t.co/3Rxoxuv3MC",[],['https://Drake.lnk.to/SoFarGone'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,39790,114536,False,en
Tue Jan 22 08:57:57 +0000 2019,1087635466931695616,ASSASSINATION VACATION 😈🏝 UK and EU tour tickets on sale Friday!!! Me and @torylanez w/ opening sound set by… https://t.co/ANpkixDynb,[],['https://twitter.com/i/web/status/1087635466931695616'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,10699,40133,False,en
Fri Jan 18 17:20:34 +0000 2019,1086312405913587712,RT @guardian: Monsters and Men review – boys from the hood take a stand on the street https://t.co/grqrFeO0a5,[],['https://trib.al/8I2cuZZ'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,361,0,False,en
Fri Jan 18 16:29:08 +0000 2019,1086299460253052928,RT @guardianfilm: Monsters and Men review – boys from the hood take a stand on the street https://t.co/KdT8y1SUUZ,[],['https://www.theguardian.com/film/2019/jan/17/monsters-and-men-review-reinaldo-marcus-green-john-david-washington-anthony-ramos?utm_source=dlvr.it&utm_medium=twitter'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,290,0,False,en
Fri Jan 18 16:28:00 +0000 2019,1086299175732428800,Proud to present MONSTERS AND MEN with @AltitudeFilms in UK and Irish cinemas and on digital platforms today!… https://t.co/7ziBZLircp,[],['https://twitter.com/i/web/status/1086299175732428800'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,1717,8191,False,en
Mon Nov 19 18:25:14 +0000 2018,1064585404685389824,https://t.co/SqQVPvx0HK @RED https://t.co/1Yono6OE6i,[],['http://Crowdrise.com/Drake'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,5275,36818,False,und
Fri Oct 26 00:37:09 +0000 2018,1055619307084800000,https://t.co/ZxYTkLwgSP,[],['http://smarturl.it/SICKOMODEVIDEO'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,4872,21497,False,und
Thu Oct 11 16:14:03 +0000 2018,1050419266967625728,"RT @OVOSound: Bad Bunny ""MIA"" ft. Drake https://t.co/Z5vgvnZfoo https://t.co/2LCCnovgQR",[],['http://ovosound.io/mia'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,14337,0,False,en
Thu Oct 04 23:13:37 +0000 2018,1047988136553271297,Excited and honored to be a part of such an important film. I can’t wait for everyone to experience it. https://t.co/Qt8evM2k5l,[],['https://twitter.com/neonrated/status/1047898177188364293'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,3411,19823,False,en
Thu Sep 27 19:55:11 +0000 2018,1045401485432033282,I’m excited and honored to be a part of such an important film. I can’t wait for everyone to experience it. Monster… https://t.co/QatUInT8Pr,[],['https://twitter.com/i/web/status/1045401485432033282'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,6725,29851,False,en
Fri Aug 03 04:05:25 +0000 2018,1025231135360671744,RT @OVOSound: 4MILLI Tape Out Now! @Baka_Not_Nice https://t.co/l93XMktHwI,[],['https://OVOSOUND.lnk.to/4Milli/applemusic'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,1448,0,False,en
Fri Aug 03 01:15:30 +0000 2018,1025188376876646405,https://t.co/tNJ89wFdcO,[],['https://www.youtube.com/watch?v=DRS_PpOrUZ4'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,33637,112442,False,und
Mon Jul 30 16:30:22 +0000 2018,1023969057907728389,side effects include #EUPHORIA. coming soon @Zendaya @A24 @HBO https://t.co/xAaYg1Edks,['EUPHORIA'],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,7529,45227,False,en
Fri Jul 27 07:16:27 +0000 2018,1022742497385013248,https://t.co/nn1DuFBeCp,[],['https://itunes.apple.com/us/post/sa.5f4905c0-915c-11e8-8c3e-d9cf48592e26'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,9494,26429,False,und
Sat Jul 07 19:28:54 +0000 2018,1015679065003560960,RT @OVOSound: OVO Sound Radio Episode 65 Today at 3pm PST / 6pm EST / 10pm GMT @applemusic @beats1 #ovosoundradio https://t.co/JGSRTnoAAS,['ovosoundradio'],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,2749,0,False,en
Fri Jun 29 06:30:06 +0000 2018,1012583972835069952,#ScorpionSZN https://t.co/5AgN5pnhpn,['ScorpionSZN'],['https://Drake.lnk.to/Scorpion'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,56532,172752,False,und
Tue Jun 26 03:08:19 +0000 2018,1011446027906269184,RT @OVOSound: June 29 #Scorpion 🦂 @Drake https://t.co/9UqTd6NNdn,['Scorpion'],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,35471,0,False,en
Thu Jun 14 05:16:10 +0000 2018,1007129549178482688,"RT @OVOSound: June 29, 2018 #Scorpion @Drake https://t.co/gF5cDJItbo",['Scorpion'],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,27195114,Drizzy,Drake,Paradise,http://t.co/z6Fa3ZzCrt,False,38105722,627,Sat Mar 28 07:17:46 +0000 2009,False,True,en,,,,,,45072,0,False,en
